expName,curec_ID,session_nr,date,end_date,participant,age,gender,gripper_baseline,max_effort_calibration_1,max_effort_calibration_2,max_effort_calibration_3,max_effort,max_effort_baseline_corrected,trial_count,reward_offer,next_reward_offer,reward_earned,total_reward,effort_offer,next_effort_offer,effort_expended,effort_trace,estimated_k,estimated_net_value,participant_response,participant_choice_response_time,participant_effort_response_time
pgACC-TUS-staircase,,1,2024-02-13_11h43.05.255,None,02,,,-0.0665283203125,2.4460274832589284,2.5502522786458335,2.0050048828125,2.277628580729167,2.344156901041667,0,18,None,0,0,6,None,None,"[0.32623291015625, 0.40252685546875, 0.51055908203125, 0.660400390625, 0.72540283203125, 0.9051513671875, 1.064453125, 1.10565185546875, 1.2359619140625, 1.3214111328125, 1.42486572265625, 1.4886474609375, 1.5423583984375, 1.61102294921875, 1.7041015625, 1.74102783203125, 1.7303466796875, 1.817626953125, 1.99066162109375, 2.1136474609375, 2.31475830078125, 2.45025634765625, 2.45941162109375, 2.47314453125, 2.4847412109375, 2.44842529296875, 2.4237060546875, 2.38250732421875, 2.249755859375, 2.20916748046875, 2.2314453125, 2.2259521484375, 2.20428466796875, 2.2186279296875, 2.0965576171875, 2.14141845703125, 2.10235595703125, 2.01568603515625, 2.0404052734375, 1.98516845703125, 1.93817138671875, 2.0220947265625, 2.06268310546875, 2.1002197265625, 2.0458984375, 1.98760986328125, 1.99310302734375, 1.937255859375, 0.30303955078125, 1.2371826171875, 1.85791015625, 2.10418701171875, 2.25677490234375, 2.43804931640625, 2.4859619140625, 2.529296875, 2.640380859375, 2.4810791015625, 2.50640869140625, 2.4884033203125, 2.46826171875, 2.4609375, 2.50396728515625, 2.53997802734375, 2.5018310546875, 2.4298095703125, 2.3968505859375, 2.28607177734375, 2.2430419921875, 2.22015380859375, 2.2698974609375, 2.39410400390625, 2.43621826171875, 2.3504638671875, 2.2442626953125, 2.2015380859375, 0.26824951171875, 0.582275390625, 1.131591796875, 1.73309326171875, 1.99462890625, 2.11822509765625, 2.10052490234375, 2.07855224609375, 2.03155517578125, 2.06268310546875, 2.03277587890625, 1.89697265625, 1.77520751953125, 1.63970947265625, 1.60858154296875, 1.65191650390625, 1.676025390625, 1.93572998046875, 2.07763671875, 2.093505859375, 1.9659423828125, 1.84295654296875, 1.67633056640625, 1.5887451171875, 1.60186767578125, 1.63055419921875, 1.57562255859375, 1.56036376953125, 1.6204833984375, 1.5936279296875, 1.56768798828125, 1.5643310546875, 1.5826416015625, 1.43096923828125, 1.3031005859375]",0.5,0.0,None,None,None
pgACC-TUS-staircase,,1,2024-02-13_11h43.05.255,None,02,,,-0.0665283203125,2.4460274832589284,2.5502522786458335,2.0050048828125,2.277628580729167,2.344156901041667,1,18,23,18,18,6,7,7.022331397945511,"[0.0091552734375, 0.0079345703125, 0.0079345703125, 0.0079345703125, 0.00823974609375, 0.008544921875, 0.0091552734375, 0.0091552734375, 0.00823974609375, 0.0091552734375, 0.0091552734375, 0.0091552734375, 0.00946044921875, 0.00946044921875, 0.00885009765625, 0.00885009765625, 0.008544921875, 0.0079345703125, 0.008544921875, 0.008544921875, 0.0091552734375, 0.00823974609375, 0.00885009765625, 0.008544921875, 0.008544921875, 0.00885009765625, 0.009765625, 0.00946044921875, 0.00946044921875, 0.01068115234375, 0.01251220703125, 0.020751953125, 0.020751953125, 0.0299072265625, 0.0335693359375, 0.0341796875, 0.0341796875, 0.037841796875, 0.04058837890625, 0.042724609375, 0.045166015625, 0.045166015625, 0.0555419921875, 0.0616455078125, 0.0714111328125, 0.0714111328125, 0.079345703125, 0.089111328125, 0.10101318359375, 0.13641357421875, 0.13641357421875, 0.17242431640625, 0.20904541015625, 0.242919921875, 0.242919921875, 0.264892578125, 0.29937744140625, 0.34393310546875, 0.41595458984375, 0.41595458984375, 0.48583984375, 0.55877685546875, 0.66436767578125, 0.7452392578125, 0.7452392578125, 0.8837890625, 0.95794677734375, 1.08184814453125, 1.08184814453125, 1.12701416015625, 1.19873046875, 1.25946044921875, 1.25946044921875, 1.36138916015625, 1.43280029296875, 1.43280029296875, 1.470947265625, 1.470947265625, 1.5179443359375, 1.5179443359375, 1.5179443359375, 1.5179443359375, 1.58721923828125, 1.58721923828125, 1.60736083984375, 1.60736083984375, 1.58935546875, 1.58935546875, 1.5472412109375, 1.5472412109375, 1.5472412109375, 1.5472412109375, 1.54510498046875, 1.54510498046875, 1.5667724609375, 1.5667724609375, 1.5484619140625, 1.5484619140625, 1.5118408203125, 1.5118408203125, 1.5118408203125, 1.5118408203125, 1.5093994140625, 1.5093994140625, 1.552734375, 1.552734375, 1.552734375, 1.552734375, 1.4947509765625, 1.4947509765625, 1.45721435546875, 1.45721435546875, 1.45721435546875, 1.45721435546875, 1.44927978515625, 1.44927978515625, 1.4495849609375, 1.4495849609375, 1.448974609375, 1.448974609375, 1.448974609375, 1.448974609375, 1.4404296875, 1.4404296875, 1.45660400390625, 1.45660400390625, 1.478271484375, 1.478271484375, 1.4935302734375, 1.4935302734375, 1.4935302734375, 1.4935302734375, 1.495361328125, 1.495361328125, 1.49505615234375, 1.49505615234375, 1.50634765625, 1.50634765625, 1.50634765625, 1.50634765625, 1.5374755859375, 1.5374755859375, 1.549072265625, 1.549072265625, 1.54815673828125, 1.54815673828125, 1.54815673828125, 1.54815673828125, 1.566162109375, 1.566162109375, 1.59149169921875, 1.59149169921875, 1.59088134765625, 1.59088134765625, 1.58233642578125, 1.58233642578125, 1.58233642578125, 1.58233642578125, 1.59576416015625, 1.59576416015625, 1.62567138671875, 1.62567138671875, 1.62811279296875, 1.62811279296875, 1.62811279296875, 1.62811279296875, 1.61285400390625, 1.61285400390625, 1.6009521484375, 1.6009521484375, 1.597900390625, 1.597900390625, 1.597900390625, 1.597900390625, 1.59271240234375, 1.59271240234375, 1.5863037109375, 1.5863037109375, 1.5850830078125, 1.5850830078125, 1.5875244140625, 1.5875244140625, 1.5875244140625, 1.5875244140625, 1.59088134765625, 1.59088134765625, 1.59271240234375, 1.59271240234375, 1.58660888671875, 1.58660888671875, 1.58660888671875, 1.58660888671875, 1.58355712890625, 1.58355712890625, 1.5875244140625, 1.5875244140625, 1.59942626953125, 1.59942626953125]",0.5,0.0,accepted,4.344510899856687,2.2413294001016766
pgACC-TUS-staircase,,1,2024-02-13_11h43.05.255,None,02,,,-0.0665283203125,2.4460274832589284,2.5502522786458335,2.0050048828125,2.277628580729167,2.344156901041667,2,23,21,23,41,7,7,8.425189816882536,"[0.025634765625, 0.02532958984375, 0.0262451171875, 0.0262451171875, 0.02716064453125, 0.02685546875, 0.02685546875, 0.028076171875, 0.029296875, 0.0299072265625, 0.0299072265625, 0.030517578125, 0.0299072265625, 0.0299072265625, 0.02960205078125, 0.02960205078125, 0.03021240234375, 0.03021240234375, 0.03021240234375, 0.029296875, 0.02899169921875, 0.03143310546875, 0.03143310546875, 0.032958984375, 0.0341796875, 0.03631591796875, 0.0408935546875, 0.0408935546875, 0.04730224609375, 0.05523681640625, 0.06805419921875, 0.06805419921875, 0.084228515625, 0.09765625, 0.11993408203125, 0.11993408203125, 0.1702880859375, 0.23345947265625, 0.2886962890625, 0.2886962890625, 0.39306640625, 0.5316162109375, 0.6793212890625, 0.7952880859375, 0.7952880859375, 0.94451904296875, 1.134033203125, 1.251220703125, 1.251220703125, 1.4154052734375, 1.5179443359375, 1.60247802734375, 1.60247802734375, 1.68060302734375, 1.68060302734375, 1.68060302734375, 1.68060302734375, 1.80450439453125, 1.80450439453125, 1.8890380859375, 1.8890380859375, 1.95648193359375, 1.95648193359375, 1.95648193359375, 1.95648193359375, 2.01446533203125, 2.01446533203125, 2.06756591796875, 2.06756591796875, 2.1185302734375, 2.1185302734375, 2.1185302734375, 2.1185302734375, 2.1368408203125, 2.1368408203125, 2.158203125, 2.158203125, 2.197265625, 2.197265625, 2.1844482421875, 2.1844482421875, 2.1844482421875, 2.1844482421875, 2.1697998046875, 2.1697998046875, 2.18048095703125, 2.18048095703125, 2.18658447265625, 2.18658447265625, 2.18658447265625, 2.18658447265625, 2.1417236328125, 2.1417236328125, 2.13226318359375, 2.13226318359375, 2.1417236328125, 2.1417236328125, 2.14569091796875, 2.14569091796875, 2.14569091796875, 2.14569091796875, 2.13348388671875, 2.13348388671875, 2.088623046875, 2.088623046875, 2.081298828125, 2.081298828125, 2.0904541015625, 2.0904541015625, 2.0904541015625, 2.0904541015625, 2.07794189453125, 2.07794189453125, 2.0538330078125, 2.0538330078125, 2.0538330078125, 2.0538330078125, 2.05078125, 2.05078125, 2.06298828125, 2.06298828125, 2.0556640625, 2.0556640625, 2.0330810546875, 2.0330810546875, 2.0330810546875, 2.0330810546875, 2.01171875, 2.01171875, 1.99249267578125, 1.99249267578125, 1.94671630859375, 1.94671630859375, 1.93695068359375, 1.93695068359375, 1.93695068359375, 1.93695068359375, 1.9384765625, 1.9384765625, 1.9281005859375, 1.9281005859375, 1.8792724609375, 1.8792724609375, 1.8792724609375, 1.8792724609375, 1.86248779296875, 1.86248779296875, 1.87347412109375, 1.87347412109375, 1.90185546875, 1.90185546875, 1.87896728515625, 1.87896728515625, 1.87896728515625, 1.87896728515625, 1.8463134765625, 1.8463134765625, 1.85821533203125, 1.85821533203125, 1.865234375, 1.865234375, 1.865234375, 1.865234375, 1.86737060546875, 1.86737060546875, 1.88079833984375, 1.88079833984375, 1.91375732421875, 1.91375732421875, 1.91375732421875, 1.91375732421875, 1.91680908203125, 1.91680908203125, 1.9189453125, 1.9189453125]",0.4067997598160582,-1.5,accepted,3.1876625001896173,1.8514029998332262
pgACC-TUS-staircase,,1,2024-02-13_11h43.05.255,None,02,,,-0.0665283203125,2.4460274832589284,2.5502522786458335,2.0050048828125,2.277628580729167,2.344156901041667,3,21,25,21,62,7,8,7.905314872711031,"[0.00335693359375, 0.00335693359375, 0.0048828125, 0.00518798828125, 0.006103515625, 0.006103515625, 0.00640869140625, 0.0067138671875, 0.00701904296875, 0.00701904296875, 0.0067138671875, 0.00640869140625, 0.00640869140625, 0.00762939453125, 0.00762939453125, 0.00762939453125, 0.01220703125, 0.0152587890625, 0.01922607421875, 0.01922607421875, 0.02197265625, 0.02685546875, 0.02685546875, 0.032958984375, 0.0360107421875, 0.03997802734375, 0.0518798828125, 0.0518798828125, 0.07415771484375, 0.09918212890625, 0.1287841796875, 0.1287841796875, 0.146484375, 0.21728515625, 0.29144287109375, 0.29144287109375, 0.37567138671875, 0.513916015625, 0.604248046875, 0.604248046875, 0.71136474609375, 0.897216796875, 1.03485107421875, 1.138916015625, 1.138916015625, 1.24114990234375, 1.35467529296875, 1.42974853515625, 1.42974853515625, 1.50787353515625, 1.6162109375, 1.6162109375, 1.689453125, 1.689453125, 1.73248291015625, 1.73248291015625, 1.73248291015625, 1.73248291015625, 1.78619384765625, 1.78619384765625, 1.820068359375, 1.820068359375, 1.82342529296875, 1.82342529296875, 1.82342529296875, 1.82342529296875, 1.817626953125, 1.817626953125, 1.83929443359375, 1.83929443359375, 1.84814453125, 1.84814453125, 1.851806640625, 1.851806640625, 1.851806640625, 1.851806640625, 1.88690185546875, 1.88690185546875, 1.9232177734375, 1.9232177734375, 1.87744140625, 1.87744140625, 1.86126708984375, 1.86126708984375, 1.86126708984375, 1.86126708984375, 1.85272216796875, 1.85272216796875, 1.8524169921875, 1.8524169921875, 1.84112548828125, 1.84112548828125, 1.84112548828125, 1.84112548828125, 1.8328857421875, 1.8328857421875, 1.85546875, 1.85546875, 1.86187744140625, 1.86187744140625, 1.85211181640625, 1.85211181640625, 1.85211181640625, 1.85211181640625, 1.8377685546875, 1.8377685546875, 1.8304443359375, 1.8304443359375, 1.8292236328125, 1.8292236328125, 1.8292236328125, 1.8292236328125, 1.83074951171875, 1.83074951171875, 1.80938720703125, 1.80938720703125, 1.7901611328125, 1.7901611328125, 1.7901611328125, 1.7901611328125, 1.806640625, 1.806640625, 1.81915283203125, 1.81915283203125, 1.81488037109375, 1.81488037109375, 1.806640625, 1.806640625, 1.806640625, 1.806640625, 1.7987060546875, 1.7987060546875, 1.77764892578125, 1.77764892578125, 1.746826171875, 1.746826171875, 1.746826171875, 1.746826171875, 1.73492431640625, 1.73492431640625, 1.7279052734375, 1.7279052734375, 1.7254638671875, 1.7254638671875, 1.7205810546875, 1.7205810546875, 1.7205810546875, 1.7205810546875, 1.7352294921875, 1.7352294921875, 1.7620849609375, 1.7620849609375, 1.76055908203125, 1.76055908203125, 1.72821044921875, 1.72821044921875, 1.72821044921875, 1.72821044921875, 1.72119140625, 1.72119140625, 1.7242431640625, 1.7242431640625, 1.7242431640625, 1.7242431640625, 1.76116943359375, 1.76116943359375, 1.778564453125, 1.778564453125, 1.800537109375, 1.800537109375, 1.800537109375, 1.800537109375]",0.4067997598160582,1.0668117690131496,accepted,2.5614038000348955,1.8134826000314206
pgACC-TUS-staircase,,1,2024-02-13_11h43.05.255,None,02,,,-0.0665283203125,2.4460274832589284,2.5502522786458335,2.0050048828125,2.277628580729167,2.344156901041667,4,25,22,25,87,8,8,8.888789638231353,"[-0.0067138671875, -0.0067138671875, -0.0067138671875, -0.00640869140625, -0.0067138671875, -0.0067138671875, -0.00701904296875, -0.006103515625, -0.006103515625, -0.00640869140625, -0.00518798828125, -0.00579833984375, -0.00579833984375, -0.00579833984375, -0.00579833984375, -0.00640869140625, -0.00640869140625, -0.0067138671875, -0.0067138671875, -0.0067138671875, -0.0067138671875, -0.0048828125, 0.003662109375, 0.0177001953125, 0.0177001953125, 0.05584716796875, 0.10772705078125, 0.186767578125, 0.186767578125, 0.2685546875, 0.340576171875, 0.45135498046875, 0.5535888671875, 0.5535888671875, 0.7098388671875, 0.86212158203125, 1.0296630859375, 1.0296630859375, 1.1553955078125, 1.2445068359375, 1.36627197265625, 1.36627197265625, 1.47186279296875, 1.58721923828125, 1.67266845703125, 1.67266845703125, 1.7706298828125, 1.82830810546875, 1.82830810546875, 1.9500732421875, 1.9500732421875, 1.9500732421875, 1.9500732421875, 1.96929931640625, 1.96929931640625, 1.9976806640625, 1.9976806640625, 2.04559326171875, 2.04559326171875, 2.04559326171875, 2.04559326171875, 2.06146240234375, 2.06146240234375, 2.06512451171875, 2.06512451171875, 2.1087646484375, 2.1087646484375, 2.1087646484375, 2.1087646484375, 2.17315673828125, 2.17315673828125, 2.13531494140625, 2.13531494140625, 2.13531494140625, 2.13531494140625, 2.10052490234375, 2.10052490234375, 2.078857421875, 2.078857421875, 2.09716796875, 2.09716796875, 2.11090087890625, 2.11090087890625, 2.11090087890625, 2.11090087890625, 2.0855712890625, 2.0855712890625, 2.0782470703125, 2.0782470703125, 2.1099853515625, 2.1099853515625, 2.1099853515625, 2.1099853515625, 2.11090087890625, 2.11090087890625, 2.07183837890625, 2.07183837890625, 2.07183837890625, 2.07183837890625, 2.08465576171875, 2.08465576171875, 2.08465576171875, 2.08465576171875, 2.0806884765625, 2.0806884765625, 2.0709228515625, 2.0709228515625, 2.0556640625, 2.0556640625, 2.0562744140625, 2.0562744140625, 2.0562744140625, 2.0562744140625, 2.05047607421875, 2.05047607421875, 2.02972412109375, 2.02972412109375, 2.01202392578125, 2.01202392578125, 2.01202392578125, 2.01202392578125, 2.0294189453125, 2.0294189453125, 2.0428466796875, 2.0428466796875, 2.0355224609375, 2.0355224609375, 2.034912109375, 2.034912109375, 2.034912109375, 2.034912109375, 2.05230712890625, 2.05230712890625, 2.05718994140625, 2.05718994140625, 2.0318603515625, 2.0318603515625, 2.01080322265625, 2.01080322265625, 2.01080322265625, 2.01080322265625, 2.03704833984375, 2.03704833984375, 2.0477294921875, 2.0477294921875, 2.0477294921875, 2.0477294921875, 2.02789306640625, 2.02789306640625, 2.01751708984375, 2.01751708984375, 2.02056884765625, 2.02056884765625, 2.01416015625, 2.01416015625, 2.01416015625, 2.01416015625, 2.00775146484375, 2.00775146484375, 2.00897216796875, 2.00897216796875, 2.01416015625, 2.01416015625, 2.01416015625, 2.01416015625, 2.0257568359375, 2.0257568359375, 2.02606201171875, 2.02606201171875, 2.0245361328125, 2.0245361328125]",0.3297150084605956,-1.035184628227725,accepted,2.614263999974355,1.7877951001282781
pgACC-TUS-staircase,,1,2024-02-13_11h43.05.255,None,02,,,-0.0665283203125,2.4460274832589284,2.5502522786458335,2.0050048828125,2.277628580729167,2.344156901041667,5,22,11,0,87,8,5,0,"[]",0.4018497605050438,0.898239458521882,rejected,1.7189048000145704,0
pgACC-TUS-staircase,,1,2024-02-13_11h43.05.255,None,02,,,-0.0665283203125,2.4460274832589284,2.5502522786458335,2.0050048828125,2.277628580729167,2.344156901041667,6,11,20,11,98,5,7,5.966502903081732,"[0.0933837890625, 0.09185791015625, 0.09124755859375, 0.09124755859375, 0.08819580078125, 0.084228515625, 0.074462890625, 0.074462890625, 0.0628662109375, 0.0531005859375, 0.0531005859375, 0.04913330078125, 0.04486083984375, 0.04058837890625, 0.04058837890625, 0.03692626953125, 0.03326416015625, 0.0323486328125, 0.0323486328125, 0.0335693359375, 0.059814453125, 0.08758544921875, 0.128173828125, 0.128173828125, 0.20233154296875, 0.27099609375, 0.390625, 0.390625, 0.51361083984375, 0.67230224609375, 0.8203125, 0.8203125, 0.963134765625, 1.12762451171875, 1.2005615234375, 1.2005615234375, 1.28143310546875, 1.28143310546875, 1.28143310546875, 1.28143310546875, 1.32476806640625, 1.32476806640625, 1.37298583984375, 1.37298583984375, 1.4385986328125, 1.4385986328125, 1.4385986328125, 1.4385986328125, 1.4813232421875, 1.4813232421875, 1.502685546875, 1.502685546875, 1.502685546875, 1.502685546875, 1.50146484375, 1.50146484375, 1.50054931640625, 1.50054931640625, 1.50970458984375, 1.50970458984375, 1.50970458984375, 1.50970458984375, 1.51214599609375, 1.51214599609375, 1.50970458984375, 1.50970458984375, 1.507568359375, 1.507568359375, 1.5283203125, 1.5283203125, 1.5283203125, 1.5283203125, 1.5362548828125, 1.5362548828125, 1.51580810546875, 1.51580810546875, 1.51092529296875, 1.51092529296875, 1.51092529296875, 1.51092529296875, 1.51092529296875, 1.51092529296875, 1.507568359375, 1.507568359375, 1.50787353515625, 1.50787353515625, 1.5057373046875, 1.5057373046875, 1.5057373046875, 1.5057373046875, 1.495361328125, 1.495361328125, 1.4862060546875, 1.4862060546875, 1.47125244140625, 1.47125244140625, 1.47125244140625, 1.47125244140625, 1.4569091796875, 1.4569091796875, 1.45233154296875, 1.45233154296875, 1.456298828125, 1.456298828125, 1.4556884765625, 1.4556884765625, 1.4556884765625, 1.4556884765625, 1.4581298828125, 1.4581298828125, 1.45782470703125, 1.45782470703125, 1.45782470703125, 1.45782470703125, 1.45782470703125, 1.45782470703125, 1.4520263671875, 1.4520263671875, 1.43829345703125, 1.43829345703125, 1.42669677734375, 1.42669677734375, 1.42669677734375, 1.42669677734375, 1.4215087890625, 1.4215087890625, 1.4227294921875, 1.4227294921875, 1.42791748046875, 1.42791748046875, 1.42791748046875, 1.42791748046875, 1.4398193359375, 1.4398193359375, 1.4501953125, 1.4501953125, 1.4520263671875, 1.4520263671875, 1.45965576171875, 1.45965576171875, 1.45660400390625, 1.45660400390625, 1.45660400390625, 1.45660400390625, 1.43341064453125, 1.43341064453125, 1.40167236328125, 1.40167236328125, 1.38275146484375, 1.38275146484375, 1.38275146484375, 1.38275146484375, 1.3726806640625, 1.3726806640625, 1.36016845703125, 1.36016845703125, 1.35894775390625, 1.35894775390625]",0.4018497605050438,0.9537559873739045,accepted,1.8167693000286818,1.5662767000030726
pgACC-TUS-staircase,,1,2024-02-13_11h43.05.255,None,02,,,-0.0665283203125,2.4460274832589284,2.5502522786458335,2.0050048828125,2.277628580729167,2.344156901041667,7,20,26,20,118,7,8,8.08083966056275,"[0.006103515625, 0.0115966796875, 0.0115966796875, 0.0164794921875, 0.018310546875, 0.02166748046875, 0.02166748046875, 0.03265380859375, 0.0518798828125, 0.0518798828125, 0.0640869140625, 0.069580078125, 0.07080078125, 0.07720947265625, 0.07720947265625, 0.09307861328125, 0.1165771484375, 0.15869140625, 0.15869140625, 0.22064208984375, 0.27252197265625, 0.35308837890625, 0.50201416015625, 0.50201416015625, 0.60028076171875, 0.711669921875, 0.83587646484375, 0.83587646484375, 0.9588623046875, 1.092529296875, 1.1627197265625, 1.2506103515625, 1.2506103515625, 1.318359375, 1.38397216796875, 1.46209716796875, 1.46209716796875, 1.54205322265625, 1.60552978515625, 1.60552978515625, 1.65374755859375, 1.65374755859375, 1.6766357421875, 1.6766357421875, 1.6766357421875, 1.6766357421875, 1.719970703125, 1.719970703125, 1.81365966796875, 1.81365966796875, 1.85943603515625, 1.85943603515625, 1.86981201171875, 1.86981201171875, 1.86981201171875, 1.86981201171875, 1.89849853515625, 1.89849853515625, 1.9720458984375, 1.9720458984375, 2.0269775390625, 2.0269775390625, 2.0269775390625, 2.0269775390625, 2.03460693359375, 2.03460693359375, 2.042236328125, 2.042236328125, 2.0416259765625, 2.0416259765625, 2.03765869140625, 2.03765869140625, 2.03765869140625, 2.03765869140625, 2.0245361328125, 2.0245361328125, 2.000732421875, 2.000732421875, 1.98394775390625, 1.98394775390625, 1.98394775390625, 1.98394775390625, 1.98211669921875, 1.98211669921875, 1.966552734375, 1.966552734375, 1.93695068359375, 1.93695068359375, 1.92962646484375, 1.92962646484375, 1.92962646484375, 1.92962646484375, 1.91864013671875, 1.91864013671875, 1.91864013671875, 1.91864013671875, 1.90887451171875, 1.90887451171875, 1.881103515625, 1.881103515625, 1.87042236328125, 1.87042236328125, 1.87042236328125, 1.87042236328125, 1.8963623046875, 1.8963623046875, 1.9073486328125, 1.9073486328125, 1.8731689453125, 1.8731689453125, 1.8621826171875, 1.8621826171875, 1.8621826171875, 1.8621826171875, 1.8609619140625, 1.8609619140625, 1.84844970703125, 1.84844970703125, 1.8304443359375, 1.8304443359375, 1.856689453125, 1.856689453125, 1.856689453125, 1.856689453125, 1.884765625, 1.884765625, 1.8939208984375, 1.8939208984375, 1.8719482421875, 1.8719482421875, 1.8719482421875, 1.8719482421875, 1.88995361328125, 1.88995361328125, 1.925048828125, 1.925048828125, 1.9012451171875, 1.9012451171875, 1.87408447265625, 1.87408447265625, 1.87408447265625, 1.87408447265625, 1.8853759765625, 1.8853759765625, 1.89178466796875, 1.89178466796875, 1.8768310546875, 1.8768310546875, 1.87042236328125, 1.87042236328125, 1.87042236328125, 1.87042236328125, 1.86553955078125, 1.86553955078125, 1.854248046875, 1.854248046875, 1.84356689453125, 1.84356689453125, 1.84356689453125, 1.84356689453125, 1.84051513671875, 1.84051513671875]",0.4018497605050438,0.30936173525285326,accepted,1.595907400129363,1.6429779999889433
pgACC-TUS-staircase,,1,2024-02-13_11h43.05.255,None,02,,,-0.0665283203125,2.4460274832589284,2.5502522786458335,2.0050048828125,2.277628580729167,2.344156901041667,8,26,9,0,118,8,5,0,"[]",0.4644046192186807,0.28161532767719777,rejected,2.55889380001463,0
pgACC-TUS-staircase,,1,2024-02-13_11h43.05.255,None,02,,,-0.0665283203125,2.4460274832589284,2.5502522786458335,2.0050048828125,2.277628580729167,2.344156901041667,9,9,11,0,118,5,5,0,"[]",0.4644046192186807,-2.6101154804670177,rejected,1.636341700097546,0
